text;sentimen
@ruliemaulana Oh enggak ini ada license masing2. Di web openai dijelaskan kok. Jd mereka ga asal masukin data ke LLM mereka. Twitter atau web pun nanti masuk kategori mn sdh mereka atur. Makanya pas kita sign up Twitter disitu jg diatur bahwa Twitter ada akses ke akun kita. Ini yg digunain. https://t.co/3hNSpePHLa;positif
[GitHub Repo] Scaling #Azure OpenAI using APIM PTUs and TPMs https://t.co/NwATtOVtGH #MachineLearning #ChatGPT https://t.co/mtyki3Q2J7;positif
OpenAI Sedang Membangunkan AI Yang Boleh Mengawal Sesebuah Peranti Bagi Menggantikan Pekerja Manusia https://t.co/CmEPaz8H3l https://t.co/xF0UFwijAN;positif
Saya meminta ke OpenAI untuk mencarikan filsuf-filsuf yang paling serasi dengan kandidat capres 2024 lalu membuat ilustrasi masing-masing dari mereka. Hasilnya adalah Ganjar Pranowo &amp;positif
@cto_junior OpenAI .. https://t.co/fChV9NnxOp;negatif
@lila07215434 dalle3 from openai aka https://t.co/QAQ121ptgj;negatif
OpenAi Microsoft;positif
4. OpenAI Cheatsheet https://t.co/qkw2ekP2Eo;positif
OpenAI hits $2 bln revenue milestone - FT https://t.co/t6lC0iwbS7;positif
OpenAI hits $2 bln revenue milestone - FT https://t.co/QzA74QX2I6;positif
Meta Akan Mulai Memberi Label pada Gambar yang Dihasilkan AI dari OpenAI Google dan Lainnya https://t.co/20ZvcDLgrd #TempoTekno;positif
https://t.co/rfhP4wSHy3 - marketing va umuman IT/Web/SMM sohasida ishlovchilar uchun servis. Hozircha bepul. QR kod Bio-sahifa qisqa havola yaratish va barchasini analiz qilishdan tashqari OpenAi orqali sayt reklama uchun g oyalar generatsiya qilsa bo ladi. Hozircha bepul https://t.co/rDaQSrbBQZ;negatif
Asal usul sound system horeg menurut #chatgpt dari @OpenAI https://t.co/apj3p9MlGY https://t.co/rpdmEe7142;positif
AI Generated Photos stabilityai stable-diffusion-2-1 | OpenAI Dall-E | Midjourney Prompt: Clear weather in Qiqihar China https://t.co/XiUlFA9Lkv;negatif
@GobindSinghDeo Mungkin gov boleh jemput pakar² drp @GoogleAI @AIatMeta @openai @NVIDIAAI @MIT_CSAIL @MSFTResearch @Arm dll bekerjasama dgn pakar² tempatan? Dan hasilkan dasar &amp;positif
openai superbowl ad coming;positif
ada yg jual api key openai? #zonauang #zonajajan;positif
OpenAI larp;negatif
CEO OpenAI : ChatGPT GPT-4 Kini Sepatutnya Kurang Malas https://t.co/vaY6XAoCHK https://t.co/yEDnm4sJzn;negatif
CEO OpenAI Sam Altman mengumumkan penambahbaikan yang signifikan pada model kecerdasan buatan GPT-4 untuk meningkatkan kualiti output dan maklum balas sistem. Baca lagi | https://t.co/3wHRcu2khp #OpenAi #chatgpt4 #SamAltman #GPT4 https://t.co/zSUe6ZP9Is;positif
OpenAI compatibility https://t.co/SATtZUaYbL;positif
Google Bard vs. OpenAI ChatGPT vs. Microsoft CoPilot. Hmmmmm....;positif
OpenAI compatibility · Ollama Blog https://t.co/FtT7q8m5LL;positif
@karimnas_ Apakah ada yang diinputkan ke OpenAI nya sehingga didapat keserasian seperti hasil tersebut?;positif
$wen OpenAi MFA;negatif
OpenAI paper: https://t.co/bJWd2KNPkf;positif
C2PA in DALL·E 3 | OpenAI Help Center https://t.co/7UmWrZtYqx;positif
OpenAI compatibility https://t.co/4vy10iSDof;positif
OpenAI compatibility https://t.co/qMp1NDdiqi;positif
Banyak alat AI yang digunakan dalam pemilu di Indonesia didukung oleh OpenAI kata sembilan staf kampanye senior kepada Reuters. Alat itu termasuk platform Prabowo menurut koordinator tim digitalnya. https://t.co/OSsYKNSjUv;positif
@fkadev @OpenAI @sama @woj_zaremba @gdb OpenAI: ;negatif
$MSFT (+0.5% pre) OpenAI hits $2 bln revenue milestone - FT https://t.co/lLZpwwaZFd;positif
Lalu kenapa Elon Musk keluar dari OpenAI? simak cerita lengkapnya di sini: https://t.co/oFbotWFTbC;negatif
C2PA in DALL·E 3 | OpenAI Help Center https://t.co/gVWz6ynpcs;positif
nah OpenAI is cooked;negatif
@kukuhtw Hebat banget bahwa kamu menggunakan GPT untuk analisa kecocokkan resume! Kalau kamu tertarik untuk eksplorasi lebih jauh dengan custom GPT-mu cek @TheBestAi_ platform kita. Kamu bisa share kreasi AI-mu dengan komunitas yang bersemangat! #GPT #OpenAI #GPTs #GPT4 #AI https://t.co/vP7a8FfeKL;positif
@BilirZeka @fkadev @OpenAI @sama @woj_zaremba @gdb Kes mk ya bilir zeka;negatif
 AI non profit safety organisation https://t.co/DQbLMxGcK0;negatif
Ollama releases OpenAI API compatibility https://t.co/9EtP2JDBMo;positif
OpenAI in ufahdhaa photo thah water mark kuran nimmaifi https://t.co/USi2mLZ9gE;negatif
@LericDax Openai is ngmi;negatif
Embeddings - OpenAI API https://t.co/YdKYn1kLmS;positif
OpenAI akan menambahkan metadata C2PA ke gambar yang dibuat oleh DALL-E 3... https://t.co/wLVJmUpOGn;positif
Ollama now has an OpenAI-compatible API nice! https://t.co/0hXZj1CXNo;positif
Pembangun Rabbit R1 menunjukkan demo Rabbit OS diajar melakukan tugas menggunakan kamera. Apabila sudah dilatih ia kemudiannya melakukan tugasan yang sama semula tanpa pengawasan. #AWANInews #AWANI745 https://t.co/p5kUMc7Def;positif
@christia_wan @neohistoria_id Lho orang openai sendiri mengakui terkait copyright kok. Malah anda blg ga bisa. Pdhl si openai salah satu pembuat AI Bilang ga mungkin sementara ada AI yang menerapkan itu. Apakah sulit membaca artikel dibawah ini? https://t.co/hL5So0whZD;negatif
Sam Altman berkata pihaknya telah menambah baik model AI GPT-4 bagi memastikan ia memberi output dan maklum balas lebih baik berbanding sebelum ini. #AWANInews #AWANIpagi https://t.co/c7mu9iwwh1;positif
OpenAI compatibility https://t.co/3JAxoAjFz6 (https://t.co/zox5fe4DGK);positif
@nobody6090 @unseisocat @larassdwiw OpenAI Midjourney StableDiffusion Dall-E MENGGUNAKAN ASSET TANPA IJIN MENCURI DATA ASSET ORANG. Sok banget no regulation no problem padahal dari tadi sudah dibilang mencolong berkali-kali;negatif
@AlphaOlomi Sio kwa hizo training data walizonazo na wana OpenAI;negatif
@ikoichi OpenAI (aka ClosedAI);positif
Jadi kabar gembiranya adalah: Harga GPT3.5 Turbo TURUN lagi sob. Emang kenapa? Artinya kita bisa generate lebih banyak artikel dengan harga lebih murah. Turun harganya OpenAI berefek ke turunnya pula biaya produksi konten. Tapi https://t.co/8xE3uoo4eu;positif
CEO OpenAI Sam Altman Mengejar Triliunan Untuk Proyek Chips AI yang Luar Biasa https://t.co/4VmSVYos76;positif
🆕 #KuCoinMarketWatch - Pembaruan #crypto Anda untuk 5 Februari 2024 ⤵️ CEO #OpenAI memberi petunjuk tentang kemungkinan peningkatan #GPT4 Periksa gambar di atas untuk lebih jelasnya⬆️ Daftar di sini: https://t.co/Zwp4EXdf0w https://t.co/4XcTYHaaBr;positif
@karimnas_ apakah langganan Chat GPT-4 di openai sangat berguna untuk pekerjaan om karim sehari-hari?;positif
Ollama releases OpenAI API compatibility https://t.co/S9kixfJCsB (https://t.co/A513J6JT77);positif
Mau Bikin Pabrik Chip Bos OpenAI Buka Penggalangan Dana https://t.co/PtJELJEOa0;positif
@zidan6_kalla @BaxodirjonM OpenAI sayti ChatGPT ilovasi;negatif
OpenAI &gt;positif
C2PA in DALL·E 3 | OpenAI Help Center #lernenmitKI https://t.co/FKgojule51;positif
OpenAI compatibility via /r/hackernews https://t.co/qpfIdBUkPU;positif
Meta telah menunjukkan perhatiannya terhadap teknologi ini sejak tahun lalu dengan pembentukan tim GenAI setelah suksesnya model ChatGPT dari OpenAI pada akhir 2022.;positif
@qurewin openAI ka;negatif
@0xMert_ OpenAI or Palantir;positif
Ollama releases OpenAI API compatibility https://t.co/GAb2jo8V3C (https://t.co/Nb16ok1SZW);positif
Anji OpenAI Whisper keren;positif
Google baru-baru ini mengumumkan penambahan fitur generasi gambar AI pada Bard chatbot miliknya sehingga kini dapat semakin bersaing dengan kompetitor terkuatnya ChatGPT Plus dari OpenAI yang telah terlebih dahulu memiliki kemampuan serupa. Artikel: https://t.co/HAGvPr4lO8 https://t.co/x2ctUmA0gH;positif
@mmcevik07 @fkadev @umutbasalt *Openai;negatif
Cc Samsung Apple Google OpenAI;positif
OpenAi ini didirikan pada 2015 setelah Elon bertemu dengan Sam Altman. Dua tokoh Sillicon Valley Elon Musk dikenal sebagai disruptor global sedangkan Sam Altman adalah Presiden Y Combinator.;positif
@PaulBoris_ But but but OpenAI APIs!!!!!!;positif
Ganjar-Mahfud bawa perubahan positif buat keluarga. Ganjar Pranowo hanya yang terbaik untuk rakyat @openai #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/GyITJlgeE1;positif
@bitter_daddy Ngga juga. OpenAI itu memanfaatkan API twitter yang bisa akses sebelum dibeli Elon. Makanya sekarang API yang bisa crawling dicharge mahal. Tapi hasil training sebelumnya apa bisa dihapus? Kan ga mungkin...;negatif
@kalestshf hadiir 2k/v untuk openai dan 10k/v untuk wa ya kaak‍️;positif
@MacroAlf OpenAI;positif
Galah un honeypot que usa OpenAI https://t.co/Osp0tnyF4D https://t.co/6wvnqGp5I8;negatif
OpenAI compatibility https://t.co/2HT9e5IeWL #devtalk;positif
@fzzzan Ni aku palatao je ni. Rasanya punca Midjourney OpenAI etc tak release 'next big update' macam API GPT5 etc sebab sama ada: - server tak cukup - kos untuk run model terlalu mahal vs current pricing model server tak cukup ni pon ada 2 issue sendiri rasanya - nvidia tak ;negatif
@ST4R_RU Verif openai 3k sajeeeuu;positif
CEO OpenAI Sam Altman kabarnya sedang menggalang dana untuk membangun pabrik chip AI. Dana yang ingin dikumpulkan jumlahnya sampai Rp 109 kuadriliun. https://t.co/HPeIRlRJTz;positif
@uncannydays Using the openAI API?;positif
OpenAI adalah salah satu provider artikel generator seperti Shuriken https://t.co/zMaEksPOYe Autopost https://t.co/qDLUZHI1qS Dan alhamdulillah baik shuriken maupun autopost support OpenAI.;positif
Tidak tersedia https://t.co/yhnPLV6qJw;negatif
@Quartr_App Long : Kering Ferrari LVMH Short : OpenAI;positif
@michael_vandi @OpenAI Try Gemini;positif
@thetomska goblin -ai -openai -prompt ;positif
@python_deck OpenAI API;positif
Aku sempet terkecoh...tak kirain Asli Ternyata Bener Editan dgn Teknologi AI. Bener2 canggih. Lihat ini kelompok masa peristiwa sama posisi orang dan pakaian nya Fix EDITAN!!! https://t.co/6Gon9G8nm0;positif
[AI &amp;negatif
Apa tidak semakin halu kalo halu ku didukung begini sama teknologi AI https://t.co/6im3NhWtVz;positif
Lagi buka google trends muncul ginian nomor 1 pula. Emang kacau ini teknologi AI harus dikasih aturan jelas dah https://t.co/7Q6FtYFG7p;negatif
Model baru yang dikembangkan oleh para peneliti di University of Waterloo Ontario di Kanada dengan menggunakan teknologi spektroskopi dan AI (artificial intelligence) atau kecerdasan buatan yang dapat mengidentifikasi keberadaan mikroplastik dalam air limbah. https://t.co/R0Qbe3pXOd;positif
Berikut adalah beberapa tips untuk mempersiapkan diri untuk masa depan pekerjaan di era AI: - Kembangkan keterampilan kreatif emosional dan kritis Anda. - Belajar tentang AI dan teknologi digital lainnya. - Bersikaplah fleksibel dan siap untuk beradaptasi dengan perubahan.;positif
Sebenernya penggunaan AI art generator itu sendiri ga salah dan diperbolehkan karena emg perkembangan teknologi. Terlebih seniman manusia juga kan bisa niru gaya seniman lain karena emg gaada karya yg benar orisinal di dunia melainkan gabungan inspirasi ide yang dikreasikan. https://t.co/pylmVx33er;positif
teknologi AI.... TIAN JING;positif
Setujukah kalian kalau AI akan menjadi ladang tempur dan persaingan yang bisa jadi isu utama perang di masa depan? Share pendapat kalian di kolom komentar ya! #ai #artificialintelligence #tiongkok #teknologi #kecerdasanbuatan #infografis #pinterpolitik #politikindonesia https://t.co/3A9rUXRz0T;positif
Kecerdasan buatan (AI) dan blockchain adalah 2 teknologi yg paling disruptif &amp;negatif
Lebih syahdu.. Ngerapihin rekaman pake teknologi AI di Red and Blue album https://t.co/svu2fkNt9k;positif
fuhhh teknologi AI sekarang nampak real ek baran pulak aku;positif
Reported case associated with AI Lupa nak share dgn korang yg baru baru dah ada kes jenayah yang melibatkan teknologi AI. Jemput baca guys. Source : @BreakMyCoffee https://t.co/OUJms80fBl;positif
menyelesaikan disabilitas pake teknologi AI ;positif
Kapan pekerjaan manusia sudah digantikan dengan teknologi AI? Rupanya beberapa perusahaan sudah menggantikan peran manusia dengan robot AI. https://t.co/sVd1ytsOOO;negatif
zaman sekarang ni memang susah nak cari kerja kan? its okay untuk orang yang tengah struggle nak cari kerja i ada satu platform yang boleh membantu korang untuk cari kerja dengan mudah menggunakan teknologi AI.;negatif
Semalam saya bersama YB Tuan Gobind Singh Deo Menteri Digital bertemu Google Malaysia. Langkah memudahcara pelaburan Google adalah sebahagian daripada usaha kerajaan untuk memacu transformasi digital terutamanya dalam pengkomputeran awan dan teknologi AI. Ekonomi digital https://t.co/iXSgAXtt5W;positif
Deep Fake AI ini banyak ditemui di berbagai website dan aplikasi. Namun Sobat Polri harus waspada terhadap Deep Fake AI ini karena banyak orang tidak bertanggung jawab menyalahgunakan teknologi tersebut untuk pelecehan menyebarkan hoax pornografi kejahatan ujaran kebencian https://t.co/5eKTmXNpjS;negatif
Kecanggihan teknologi AI perlahan tapi pasti bisa gantikan peran sejarawan ;negatif
@Naz_lira @rachlannashidik Pak @SBYudhoyono pak @AgusYudhoyono apakh bapak dlm video ini pak sby asli atau apa? Mana tahu pake teknologi AI... mohon jawabannya;positif
Teknologi AI emg anjing https://t.co/HrWYgxmntE;negatif
UMKM sekarang semakin maju lho apalagi kalau udah kenal teknologi AI. Nah mau maju juga? RED AI For Indonesia hadir untuk bantu UMKM semakin dikenal lebih luas lagi lho. https://t.co/aBlqX7AyVK;positif
Teknologi AI kembali memberikan sumbangsih tak ternilai bagi peradaban dunia. Sebuah gulungan papirus yang menghitam akibat letusan Gunung Vesuvius pada tahun 79 Masehi berhasil teridentifikasi oleh AI. Selengkapnya di https://t.co/kCs1DywsXI https://t.co/wAJL9ohZPo;positif
Masa depan keuangan tertulis dalam Kode.... Dapatkan Kode dan Jadilah Sukses di Dunia Digital Baru Teknologi Blockchain Mata Uang Kripto Desentralisasi Keuangan Teknologi Metaverse Kecerdasan Buatan AI dll..... #PiNetwork #PiCoreTeam #GCV https://t.co/oVt3GIcfKX;positif
NAH GITU DR KMREN MINTA TEKNOLOGI IOT AI DRONE TP INTERNET AJA NGGAADA TRS NGATAIN YG MAU BIKIN INTERNET MAUNYA GMN;negatif
sumpah aku ngga against teknologi AI art/chatGPT tapi orang yg keseringan make itu tuh harusnya bukan bangga tapi MALU... have some shame pls ;negatif
Suata itu menggunakan teknologi AI....;positif
Daripada nonton capres debat lebih baik nonton ini: Pesan eyang Soeharto kepada rakyat Indonesia oleh AI Teknologi canggih iso create sesuai karakter asli wkwkwkwwk #AniesFinalStage Coblos Anies Muhaimin 01 https://t.co/p6t5Z2bjtd;positif
Hmmm gimana ya memaksimalkan teknologi AI untuk ngebantu kerjaan jadi lebih mudah? Lalu apakah AI ini se-penting itu di era digital teknologi seperti sekarang? Penasaran kan? Yuk kita ngopi darat bareng @rifqiartstudio di PIM! Kita bakal ngobrol santai tentang Bersahabat https://t.co/rMro3V4hiI;positif
Gw ko ngerasa Bhw bukan ga mungkin suatu saat konsep kampanye Paslon 02 Prabowo- Gibran akan ditiru oleh para paslon Presiden/wakil dari negara tetangga. Mulai dari konsep penggunaan teknologi digital &amp;positif
Pada akhirnya semua bakal belajar pakai AI kemajuan teknologi memang susah dibendung.;positif
PENUHI PERMINTAAN INDUSTRI KAJI WUJUDKAN FAKULTI BERKAITAN AI TEKNOLOGI - MENTERI PENDIDIKAN TINGGI https://t.co/mtDQvui5p7;positif
Di era AI (Artificial Intelligence) banyak sekali penerapan AI di kehidupan sehari-hari. Di bidang teknologi AI sudah lazim diterapkan seperti di smart speaker smart driving car dan ChatGPT.;positif
Dunia paralel? entah algoritma X dah pake teknologi AI dan face recognition atau emang mereka sodaraan ya berhimpun seair dengan air seminyak dengan minyak jika himpunan semestanya emang berbeda tak kan beririsan #AMINAjaDulu https://t.co/fdWGCOV4eT;positif
Speaking of AI art tuh kayanya masih banyak miskonsepsi jir AI itu teknologi baru dan itu baik padahal mah awikwok Sebenernya kalo AI si material buat learningnya gak nyomot dari internet sih gpp;positif
@__imugi Wah gak kekinian nih harusnya kalau dianggap melek teknologi bisa dijawab kebetulan aku pakai AI kak ;positif
Teknologi selalu berubah belajar dan mencoba hal baru menjadikan kita tetap relevan. Google Menyediakan training gratis dan mudah utk dipelajari. Salah satunya : Google Cloud Skills Boost Generative AI for Developers Learning Path langkah awal mengarungi LLM dan Prompt Eng. https://t.co/lswxDuhInl;positif
@starfess Anjir trnyata ai?? Jujur gue gasuka bgt sm teknologi ai. Lebih ga suka ke orang yg salah gunain sihh.. kaya sampe bisa bikin org kena fitnah anjr. Apalagi sm orang yg open commission tapi dia pake ai?? Klo sebagai referensi si oke aja lah tp ini bnr² hsil ainya yg dijual??;negatif
Sebenernya adanya teknologi AI tuh bagus cuman ya namanya manusia pasti ada yg licik jelek;negatif
naon rebut teknologi dr siapa ai maneh;negatif
Menang RM3.3 juta guna AI pecahkan misteri skrol 2 000 tahun #BHsastera Gulungan skrol Yunani itu berada dalam keadaan mudah hancur dan disaluti abu gunung berapi hingga terpaksa imbas dengan CT scan manakala teknologi AI digunakan untuk menyahkodkan tulisan hampir tidak boleh https://t.co/5DSbzekIkz;positif
 Bisa bayar designer grafis ngapain pake AI lah kenapa ga kasih tool AI ke designernya? imagine dengan otak kreatifnya ditambah teknologi AI bakal jadi apa? menyala;positif
@gakusahkepo124 Kesal saja dari dulu sudah disuarakan kenapa AI dalam dunia seni ini problematik. Argumennya selalu perkembangan zaman perkembangan zaman. Padahal perkembangan teknologi juga banyak mempertimbangkan etika dan moral manusia. ;positif
@oeijaja @binus_fess Bukan gak menerima teknologi. Tapi harus diinget lagi teknologi gak semuanya menguntungkan kayak AI ini contohnya. Masih banyak artist yg bisa ngerjain tapi malah pake AI. Itu sama aja lu ngedukung manusia punah digantiin sama robot. Masa harus jadi anak dkv dulu baru bisa relate;negatif
Kadang topik AI art lebih baik gk dibahas brg org batu sok teknologi;positif
@andylauuu @begelaaah @ruliemaulana Haduh AI itu teknologi bukan sih buset dah;positif
@DrZalihaMustafa @kwp_my @DBKL2u @putrajayacorp @LabuanCorp @Kampong_Bharu @MSWP_WIPERS Just nak bagi tau kepada yg jenis tak suka dengan penggunaan Ai ni Ai tu adalah tools bila teknologi berkembang. maka tools yg wujud pon semakin advance. Sembang nanti industri seni tempatan akan jatuh sebab Ai? ada dua option samaada hang adapt atau hang kene tinggal.;negatif
Padahal jadi seniman itu gak gampang ngelukis bikin gambar bikin design itu gak gampang. Tapi kuliah di jurusan yang berhubungan sama hal tsb malah dianggap remeh. Apalagi sekarang ada teknologi AI;negatif
Penyebab Banyak PHK: Teknologi Kecerdasan Buatan (AI) https://t.co/57m7BS8KbK;negatif
Peran Penting Pendeteksi Konten AI dalam Perkembangan Teknologi AI https://t.co/M7Ll82YC05;negatif
#TEKNOLOGI Teknologi AI iPhone Terbaru yang Ramah Privasi dan Data https://t.co/g4P5czpaNd https://t.co/fBUSsdsxaQ;positif
As a person who has mental disability merinding denger pak anies soal hak asasi disabilitas dan itu emg yg kami butuhkan bukan malah AI dan teknologi.;negatif
Pak @SBYudhoyono @AgusYudhoyono ... kalo boleh tahu ini pak sby asli atau apa? Mana tahu pake teknologi AI?;negatif
Raksasa Teknologi Ini Rilis Mesin AI Baru Untuk Edit Foto https://t.co/FzYPdFfkPq https://t.co/JylduihWz9;positif
Tenang 01 gw bantuin... kita harus selalu update dengan teknologi baru jadi AI adalah salah satu teknologi baru itu kita yang harus beradaptasi ...;positif
Pembelajaran bahasa Arab udah banyak banget diperbarui salah satunya pake teknologi. Nah contohnya tuh Artificial Intelligence (AI).;positif
Dukung sektor strategis Indonesia perkuat ekosistem teknologi AI - https://t.co/BrDdUNH6tU https://t.co/1ViC75kLWs;positif
Berikut tiga prediksi yang dianalisa F5 mengenai cybersecurity di tahun 2024: 1. Teknologi Artificial Intelligence (AI) 2. AI akan Memunculkan Celah Baru Malcolm Heath 3. Kompleksitas Sistem Akan Memperumit Keamanan DigitalF5 #jsn #jaringankitabersama #jaringanku #jsnlumajang https://t.co/HW53I6yW1Q;positif
Perkembangan Teknologi AI Kian Masif TKN Prabowo - Gibran: Kita Perlu Siapkan Pekerja dari.. https://t.co/7MhFDMMkBe #TempoBisnis;positif
@ganjarpranowo Penanggulangan resiko pekerjaan yang hilang akibat AI harus ditangani dengan serius. Karena teknologi AGI(Artificial General Intelligence) atau AI yang lebih cerdas dari manusia di estimasi akan muncul sebelum 2030. -AI Engineer @ SORA;negatif
Yaaa mereka aja fine kok yg sono pake AI. Memanfaatkan teknologi senah art AI. Dengkul mu memanfaatkan;negatif
Kekhawatiran saya kedua setelah ketidaktransparanan adalah kepercayaan berlebihan terhadap algoritma AI (dgn lvl teknologi saat ini). Gampangnya gini misal tingkat akurasinya 97% aja itu berarti kemungkinan salah baca data masih 3% dari 800rb-an TPS.;negatif
Kecerdasan buatan (AI) dan blockchain adalah dua teknologi yang paling mengganggu dan transformatif di zaman kita. Kedua bidang telah melihat inovasi dan adopsi yang cepat dalam beberapa tahun terakhir menciptakan kemungkinan dan tantangan baru untuk berbagai domain industri;negatif
Vision pro itu sangat bahaya bagi mata dan semuanya https://t.co/2TDs5zuMRN;negatif
 #SalaviCampaign #AURI dan #ZeroAI menjadi mitra Salavi. Salavi bermitra dengan #0AI dan #AURI. Dukungan kuat 0AI dalam prediksi #AI dan AURI dalam perdagangan teknologi dan seni! Bagikan 20 000 000 $AURI || Klik untuk detail! (https://t.co/0idDDrF0Xg) https://t.co/fzWszMsmrG;positif
Deepfake Bermodal Teknologi AI yang Makin Maju Menyimpan Bahaya https://t.co/4G9AnP3TQj;negatif
hati-hati ya sob sama AI #ai #artificialintelligence #facerecognition #teknologi #canggih #tailor #taylorswiftaylorsversion #fyppppppppppppppppppppppp https://t.co/sNIJaIytit;negatif
Kamu sering membeli barang-barang branded? Sudah yakin barangmu asli? Ternyata teknologi AI juga bisa mengecek keaslian barang-barang luxurymu lho! #YourEssentialPartner #securityandconnectivity #cybersecurity #cybersecuritysolutions #AIEntrupy;positif
#Amsterdam Alicia Framis artis Sepanyol yang terkenal dengan karya provokatif dan eksperimen di Belanda bakal mencipta sejarah sebagai wanita pertama yang berkahwin dengan hologram teknologi AI. https://t.co/1KZqJXQtuq;positif
Potensi AI juga menarik perhatian pihak tidak bertanggungjawab yang menggunakan teknologi itu bagi melakukan jenayah. Kelebihan AI yang mampu meniru ciri-ciri manusia seperti rupa tubuh serta suara menjadikan teknologi ini senjata yang hampir-hampir sempurna dalam jenayah https://t.co/GOWhE50Buu;negatif
Orang muda pertanyaan besarnya di sini: AI akan memanfaatkan data kamu untuk terus berkembang apakah kamu akan memanfaatkan AI untuk berkembang juga ke depan? #ai #chatGPT #teknologi #kecerdasanbuatan #tipskerja #beritateknologi https://t.co/3QDt3HndRI;positif
Prosthetic arm/leg pake teknologi AI? Ini gimana sih konsepnya?;positif
Hi @Spotify @SpotifyMY . Pasca zaman serba AI dan teknologi tak teringin ke nak tambah feature carian berdasarkan komposer dan lyricist? maksudnya bila kita search saari amri terus satu almari lagu tersedia terus. . Hihi...harap pertimbangkan ya..lurve uols;positif
@convomfs Padahal skrg ada teknologi AI mending pake AI daripdan ini ntar ketempelan;positif
anjir ini beneran AI doang? bukan mereka yg nyanyi?? serem banget teknologi bisa semirip itu ;negatif
@napalutong @starfess Deepfake tuh ya pake teknologi AI kak. Btw aku juga tau kok maksud kakaknya.;positif
@pokamiami Ai itu emg bahaya kak beliau nunjukin klo dgn teknologi AI bisa ngebuat komen pujian yg ternyata bisa aja bukan dri manusia tapi dri Ai. Kita semua gk membenarkan surya paloh dalam memakai hal tersebut kok. Kita semua mengkritik beliau.;negatif
Pemerintah Indonesia dan Amerika menjajaki kerja sama perngembangan teknologi kecerdasan buatan AI yang mana dalam rangka tindak lanjut pengembangan ekosistem AI khususnya yang berada di Indonesia. #Pemerintah #Indonesia #Amerika #AS #Kerjasama #Pengembangan #AI https://t.co/2FNISoOcVN;positif
Apple Ingin Vision Pro Pakai Teknologi Milik Brighter AI https://t.co/9gKXd6vErp https://t.co/wWyzPXgliu;positif
